id,width,height,aspect_ratio,format,size,category,url
17,1600.0,1065.0,1.5023474178403755,JPEG,824397.0,animal,https://live.staticflickr.com/2882/9601687837_181691c613_h.jpg
18,3000.0,2254.0,1.3309671694764862,JPEG,3509953.0,animal,https://tomwarrenphoto.files.wordpress.com/2020/04/commongrackle_wordpress.jpg
19,1160.0,1160.0,1.0,JPEG,347087.0,animal,https://cdn.shopify.com/s/files/1/1377/3997/products/IMG_4244_580x@2x.jpg?v=1542850288
20,1476.0,1101.0,1.340599455040872,JPEG,438138.0,animal,https://cdn.shopify.com/s/files/1/0271/0319/9350/products/ElephantCushionbyRachelBrooksArt_1024x1024@2x.jpg?v=1606761471
21,1498.0,1032.0,1.4515503875968991,JPEG,2157679.0,animal,https://content.eol.org/data/media/7f/82/c3/542.3424274875.jpg
22,1920.0,1611.0,1.191806331471136,JPEG,140311.0,animal,http://www.africahunting.com/hunting-pictures-videos/watermark.php?file=9996&amp;size=1
23,1090.0,1090.0,1.0,JPEG,198738.0,animal,https://cdn.shopify.com/s/files/1/1576/1543/products/Main_d75a9218-8404-40bc-8067-e8e1d75eaaf2_1090x.jpg?v=1491165707
24,2048.0,1365.0,1.5003663003663004,JPEG,1583563.0,animal,https://static.wixstatic.com/media/8b301e_aefa93df268941b3a909a95da57e82cb~mv2_d_2048_1365_s_2.jpg
25,1920.0,1080.0,1.7777777777777777,JPEG,111447.0,animal,https://thenetline.com/wp-content/uploads/2018/12/the-lion-king-2019-.jpg
26,1500.0,1159.0,1.2942191544434858,JPEG,723279.0,animal,https://images.squarespace-cdn.com/content/v1/54fc4c08e4b044304146cfb7/1431170666614-JHIANC73T9I7M979SDGA/ke17ZwdGBToddI8pDm48kIg3dtn3FW-nHwvHXjhDLU57gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UWH_rMp9s8CdLzqCTimyye_Fs9wCFZsPjWR0ELU7bcpa5b0wdCC6qpp4UAP4y1CwMg/DSC_0066.jpg
27,1600.0,1067.0,1.499531396438613,JPEG,490251.0,animal,https://thumbnails.yayimages.com/1600/e/c8f/ec8ff10.jpg
28,1440.0,1080.0,1.3333333333333333,JPEG,1397331.0,animal,https://images.squarespace-cdn.com/content/v1/58e2de95be65948ce462e06b/1536771306953-RZQ11WZSA7KSX6JUVTPV/ke17ZwdGBToddI8pDm48kBVDUY_ojHUJPbTAKvjNhBl7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmmV5_8-bAHr7cY_ioNsJS_wbCc47fY_dUiPbsewqOAk2CqqlDyATm2OxkJ1_5B47U/Brice+and+Lily
29,1623.0,1080.0,1.5027777777777778,JPEG,406749.0,animal,http://danielrosengren.se/wp-content/uploads/2017/10/DSC6214_Marabou_Storks.jpg
30,1080.0,1080.0,1.0,JPEG,142082.0,animal,https://mymodernmet.com/wp/wp-content/uploads/2018/11/dogs-catching-treats-christian-vieler-13.jpg
31,1080.0,1350.0,0.8,JPEG,708466.0,animal,https://images.squarespace-cdn.com/content/v1/5a4e25d1edaed8e0d84184bc/1533658481525-WYK3IC7X0L7UWFNHL6QV/ke17ZwdGBToddI8pDm48kCXTVg0ByO0p77g6bpZL7-t7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmT2Rk9u7KA3hFIM978bk877VmOHOCSpdsNlW7GlpXIXYQVtHu55YcHOEzPLgr3oRG/Stand+Back%21+-+%F0%9D%90%8B%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%9A+%F0%9D%90%8A%F0%9D%90%B2%F0%9D%90%AD%F0%9D%90%A8%F0%9D%90%AC%F0%9D%90%9A%F0%9D%90%A1%F0%9D%90%A8
32,1200.0,1278.0,0.9389671361502347,JPEG,262124.0,animal,https://i.insider.com/520cf6236bb3f7ba44000016?width=1200
33,1800.0,1200.0,1.5,JPEG,432256.0,animal,https://static.livebooks.com/ca5421e75f534b138c08cf3b5353d515/i/c15d3cb3605e42f8b1d005cfa709cc36/1/GCuCv726vxAVM9sgguVj4g/7_0_595_1tf_dogsc.jpg
34,1242.0,1200.0,1.035,JPEG,508152.0,animal,http://d3e1m60ptf1oym.cloudfront.net/96704928-a364-4ef7-9404-bb1f58ce8934/B_gorilla_CROPPED_crop_uxga.jpg
35,2000.0,1600.0,1.25,JPEG,1174156.0,animal,https://media.wired.com/photos/59549624be605811a2fdd744/master/w_2560%2Cc_limit/GettyImages-511000309.jpg
36,3500.0,2100.0,1.6666666666666667,JPEG,1048993.0,animal,https://media.guim.co.uk/56c98f1b395ffa7daad625d6635eaa77c574be5d/0_233_3500_2100/3500.jpg
37,1920.0,1080.0,1.7777777777777777,JPEG,480444.0,animal,https://media.azpm.org/master/image/2017/3/15/hero/ceciliavigilredtailedhawk.jpg
38,536.0,800.0,0.67,JPEG,154705.0,animal,https://i.postimg.cc/DyLtQfBt/10004.jpg
39,640.0,800.0,0.8,JPEG,157250.0,animal,https://i.postimg.cc/y6wMS3Xm/10010.jpg
40,1200.0,800.0,1.5,JPEG,289706.0,animal,https://i.postimg.cc/y6gqdy96/10026.jpg
41,1200.0,800.0,1.5,JPEG,189228.0,animal,https://i.postimg.cc/QVGJx377/10068.jpg
42,1280.0,800.0,1.6,JPEG,253002.0,animal,https://i.postimg.cc/yxSTHdDB/3d856cea8c915d084754733f05d327cb.jpg
43,1280.0,800.0,1.6,JPEG,312702.0,animal,https://i.postimg.cc/9MDkDcDg/Adult-owl-Buffy-Fish-Owl-Singapore.jpg
44,1280.0,800.0,1.6,JPEG,251488.0,animal,https://i.postimg.cc/g2KQ5S9s/African-fish-eagle-Haliaeetus-vocifer-It-is-the-national-bird-of-Zimbabwe-Zambia-and-South-Sudan.jpg
45,1280.0,720.0,1.7777777777777777,JPEG,355364.0,animal,https://i.postimg.cc/pdG7VmLn/Animals-Birds-Hummingbird-Wallpaper-Hd-for-Desktop-Mobile-Tablets.jpg
46,800.0,800.0,1.0,JPEG,450145.0,animal,https://i.postimg.cc/9Q2sL3kz/antelope-10558.jpg
47,1280.0,800.0,1.6,JPEG,281137.0,animal,https://i.postimg.cc/15GjnCzS/Birds-Flamingos-in-mating-Courtship-courtship-at-shores-Arabian-Sea-Bahrain-HD-Wallpaper-for-Desktop.jpg
48,1280.0,800.0,1.6,JPEG,179289.0,animal,https://i.postimg.cc/pT36838W/Birds-Madagascan-ibis-also-known-as-the-Madagascar-crested-ibis-HD-Wallpaper-for-Desktop.jpg
49,1280.0,800.0,1.6,JPEG,273792.0,animal,https://i.postimg.cc/KvSWYSxQ/Chestnut-eared-aracari-Bird-to-the-toucan-and-aracari-familynative-to-central-and-south-eastern-Sout.jpg
50,1280.0,768.0,1.6666666666666667,JPEG,441210.0,animal,https://i.postimg.cc/KcgVFvSR/collie-10834.jpg
51,1067.0,800.0,1.33375,JPEG,404018.0,animal,https://i.postimg.cc/Vk4Z4JMH/collie-10849.jpg
52,1086.0,800.0,1.3575,JPEG,398754.0,animal,https://i.postimg.cc/W1sfMGDk/collie-10873.jpg
53,1200.0,800.0,1.5,JPEG,472361.0,animal,https://i.postimg.cc/W4HWLx5G/collie-10889.jpg
54,958.0,800.0,1.1975,JPEG,578876.0,animal,https://i.postimg.cc/7L6sRqnP/cow-10599.jpg
55,1280.0,800.0,1.6,JPEG,240081.0,animal,https://i.postimg.cc/hjQCSMYH/Crab-animal-wallpaper-Hd.jpg
56,1280.0,800.0,1.6,JPEG,434890.0,animal,https://i.postimg.cc/NF1pXFBD/Desktop-Backgrounds-HD-Pink-Flamingos-at-jurong-bird-park.jpg
57,1280.0,800.0,1.6,JPEG,312880.0,animal,https://i.postimg.cc/BZDhkYHF/Discus-fish-for-sale-look-for-colour.jpg
58,1280.0,800.0,1.6,JPEG,524545.0,animal,https://i.postimg.cc/mgdVC0fv/Fishs-aquarium-tropical-freshwater-Wallpaper-hd.jpg
59,1280.0,800.0,1.6,JPEG,170354.0,animal,https://i.postimg.cc/pXH0HfJ6/Flamingo-exotic-Birds-in-the-Wetlands-of-Navi-Mumbai-India-4k-ultra-hd-1610-desktop-backgrounds-for.jpg
60,791.0,800.0,0.98875,JPEG,429304.0,animal,https://i.postimg.cc/XqMsXdSX/giraffe-10530.jpg
61,1280.0,800.0,1.6,JPEG,358197.0,animal,https://i.postimg.cc/RZCX3v81/Hawk-bird-of-prey-Desktop-HD-Wallpapers-for-mobile-phones-and-computer-5200x3250.jpg
62,1280.0,800.0,1.6,JPEG,529918.0,animal,https://i.postimg.cc/XvpL8Qnp/Hd-Wallpapers-Ocean-coral-reefs-with-corals-exotic-tropical-colorful-fish-underwater-world-Raja-Ampa.jpg
63,1280.0,800.0,1.6,JPEG,281697.0,animal,https://i.postimg.cc/rp3JYxpg/Hummingbirds-and-pink-flowers-4-K-Ultra-HD-Wallpaper-for-Desktop-Laptop-Tablet-Mobile-Phones-And-TV-3.jpg
64,1280.0,800.0,1.6,JPEG,247381.0,animal,https://i.postimg.cc/FRSZtzdv/Insect-butterfly-Old-world-swallowtail-Scientific-name-Papilio-machaon.jpg
65,1280.0,800.0,1.6,JPEG,232413.0,animal,https://i.postimg.cc/Kjy5mbBM/Insect-European-Honey-bee-Honey-Scientific-name-of-bee-Apis-mellifera-Macro-Photography.jpg
66,1280.0,800.0,1.6,JPEG,209278.0,animal,https://i.postimg.cc/7hMn6RnQ/Jellyfish-Sea-Underwater-Fish-Blue-Ocean-Wallpaper.jpg
67,1280.0,800.0,1.6,JPEG,449828.0,animal,https://i.postimg.cc/L4zTNqFB/Jellyfish-shaped-umbrella-poisonous-tentacles-Ocean-sea-life-underwater-Hd-Wallpaper.jpg
68,1280.0,800.0,1.6,JPEG,290640.0,animal,https://i.postimg.cc/hPs0RHjX/Large-green-Grasshopper-Macro-photography-4-K-Ultra-HD-Desktop-Wallpapers-for-Computers-Laptop-Tablet.jpg
69,1280.0,800.0,1.6,JPEG,203903.0,animal,https://i.postimg.cc/zX8kMJJm/Libellula-depressa-Insects-Female-showing-dark-wings-bases-and-yellow-spots-on-the-abdomen-is-locate.jpg
70,787.0,800.0,0.98375,JPEG,388511.0,animal,https://i.postimg.cc/y8Ny1vgv/lion-10388.jpg
71,1280.0,800.0,1.6,JPEG,287621.0,animal,https://i.postimg.cc/zfbwWvkh/Male-and-Female-Monarch-Butterfly-Desktop-HD-Wallpaper-2560x1600.jpg
72,1280.0,800.0,1.6,JPEG,297636.0,animal,https://i.postimg.cc/s2kYJznN/Mandarin-Duck-Aix-galericulataan-men-differ-in-shape-and-unique-color-of-its-wings-he-loses-these-gl.jpg
73,1024.0,768.0,1.3333333333333333,JPEG,1136296.0,animal,https://i.postimg.cc/C1bjP2XL/moose-10530.jpg
74,1067.0,800.0,1.33375,JPEG,408784.0,animal,https://i.postimg.cc/x8YLWRVG/moose-10681.jpg
75,1280.0,800.0,1.6,JPEG,244135.0,animal,https://i.postimg.cc/d3BGvyJb/Motley-Dove-on-fence-Desktop-Wallpaper-HD-resolution-2560x1600.jpg
76,747.0,800.0,0.93375,JPEG,471761.0,animal,https://i.postimg.cc/4NWpSVLt/otter-10058.jpg
77,1280.0,800.0,1.6,JPEG,279775.0,animal,https://i.postimg.cc/fTzxCBKD/Papilio-memnon-the-great-Mormon-is-a-large-butterfly-native-to-southern-Asia-in-the-swallowtail-fami.jpg
78,1280.0,800.0,1.6,JPEG,385624.0,animal,https://i.postimg.cc/9Qzy50Kk/Pink-flamingos-Laguna-Colorada-Multicolored-Salty-Lake-in-Bolivia-4-K-Ultra-HD-TV-Wallpaper-for-Deskt.jpg
79,771.0,800.0,0.96375,JPEG,416419.0,animal,https://i.postimg.cc/9f7T0SWt/rabbit-10355.jpg
80,1280.0,800.0,1.6,JPEG,271812.0,animal,https://i.postimg.cc/QC0KvZbs/Red-ant-larvae-breeding-insect-HD-Wallpaper.jpg
81,1280.0,800.0,1.6,JPEG,242954.0,animal,https://i.postimg.cc/J4zkZtrh/Red-Macaw-close-up-wallpaper-Hd-3840x2400-1902.jpg
82,860.0,800.0,1.075,JPEG,434327.0,animal,https://i.postimg.cc/y8J3p5S4/rhinoceros-10109.jpg
83,1280.0,800.0,1.6,JPEG,211509.0,animal,https://i.postimg.cc/d0rkwyB5/Sea-Gull-bird-and-two-chicks-Desktop-Wallpaper-HD.jpg
84,1280.0,800.0,1.6,JPEG,397853.0,animal,https://i.postimg.cc/9MBDqHsT/Sea-Turtle-And-Fish-Wallpaper-Hd-for-Laptop-mobile-phone.jpg
85,798.0,800.0,0.9975,JPEG,369264.0,animal,https://i.postimg.cc/J04GNdWF/sheep-10013.jpg
86,800.0,800.0,1.0,JPEG,437618.0,animal,https://i.postimg.cc/8Pc7s34J/sheep-10946.jpg
87,800.0,800.0,1.0,JPEG,479076.0,animal,https://i.postimg.cc/15dfFH7W/sheep-10983.jpg
88,1024.0,732.0,1.3989071038251366,JPEG,1081048.0,animal,https://i.postimg.cc/N0qFJ0cm/squirrel-10640.jpg
89,850.0,800.0,1.0625,JPEG,318841.0,animal,https://i.postimg.cc/63B3K1TQ/squirrel-10943.jpg
90,1280.0,720.0,1.7777777777777777,JPEG,264252.0,animal,https://i.postimg.cc/rsPFSVjd/Swan-takeoff.jpg
91,800.0,800.0,1.0,JPEG,415566.0,animal,https://i.postimg.cc/NfK0QXGR/tiger-10062.jpg
92,1280.0,800.0,1.6,JPEG,519596.0,animal,https://i.postimg.cc/jdBS2jCm/Underwater-world-Tropical-fish-desktop-background-hd.jpg
93,1280.0,800.0,1.6,JPEG,356686.0,animal,https://i.postimg.cc/CxDLqVq1/Zebra-fish-picture-background-wallpapers-Hd.jpg
94,1200.0,1800.0,0.6666666666666666,JPEG,1005541.0,architecture,http://m.sothebysrealty.com/236i0/6ytt92qefx9ymnazjjx5k0ns12i
95,1800.0,1200.0,1.5,JPEG,804346.0,architecture,http://m.sothebysrealty.com/307i0/x8jcwqt4cwd54gar9n19cyh3k5i
96,1072.0,1072.0,1.0,JPEG,408106.0,architecture,https://d1sacvjbhsczdb.cloudfront.net/media/hotels/slideshow_images_staged/large/1076158.jpg
97,1600.0,1068.0,1.4981273408239701,JPEG,584183.0,architecture,https://static.propertylogic.net/blog/1454924560/leicestershire_beautiful_traditional_english_brick_farmhouse.jpg
98,1800.0,1200.0,1.5,JPEG,727536.0,architecture,http://m.sothebysrealty.com/1103i215/qh1ynmqt2cakm7tcx8yj74e8z5i215
99,1600.0,1200.0,1.3333333333333333,JPEG,663369.0,architecture,https://media.bullseyeplus.com/UCListingsPics/985349/98ae83c1-2e3f-414b-85de-491723b4099e.JPG
100,2000.0,1917.0,1.0432968179447053,JPEG,1177683.0,architecture,https://cdn.shopify.com/s/files/1/0815/6851/articles/ROA_owl.JPG?v=1526397055
101,1500.0,2000.0,0.75,JPEG,562878.0,architecture,http://cdn.photos.sparkplatform.com/fl/20190426013705791291000000-o.jpg
102,1300.0,1327.0,0.9796533534287868,JPEG,415205.0,architecture,https://c8.alamy.com/comp/F3X5NK/car-light-trails-in-park-avenue-south-midtown-manhattan-evening-light-F3X5NK.jpg
103,1700.0,1133.0,1.500441306266549,JPEG,543241.0,architecture,https://www.officelovin.com/wp-content/uploads/2019/06/cta-office-austin-office-11.jpg
104,1600.0,1067.0,1.499531396438613,JPEG,430018.0,architecture,https://cdn.app.bookingexperts.nl/uploads/image/image/181351/cover_029_Dorpsstraat_14_Biggekerke_150520.jpg
105,1800.0,1097.0,1.6408386508659982,JPEG,1163057.0,architecture,https://s3.amazonaws.com/images.apartmentsmart.com/10068513/36843536.jpg
106,2048.0,1365.0,1.5003663003663004,JPEG,694827.0,architecture,https://cdn.photos.sparkplatform.com/somo/20210308195301638805000000-o.jpg
107,1800.0,1200.0,1.5,JPEG,618136.0,architecture,http://m.sothebysrealty.com/1194i215/xza1g2ecbzhy46j2hcf6m3rtc3i215
108,1800.0,1200.0,1.5,JPEG,746790.0,architecture,https://i2.wp.com/treadsoftlytravel.com/wp-content/uploads/2017/05/Dublin_02_34.jpg?fit=1800%2C1200&
109,1860.0,1140.0,1.631578947368421,JPEG,630347.0,architecture,https://5100c634d6cba980b90e-37d8881584b07f3d976d02e72c93bd11.ssl.cf1.rackcdn.com/COOKEHOUSE-004FINAL-20X30.jpg
110,1900.0,1425.0,1.3333333333333333,JPEG,637683.0,architecture,http://www.saintyrieixpiscines.com/cf_img/276d4348a21937f7b3f134d61d372f39.jpg
111,1920.0,1200.0,1.6,JPEG,769377.0,architecture,http://s1.picswalls.com/wallpapers/2014/08/01/dubai-city-high-definition_010529978_138.jpg
112,2048.0,1367.0,1.4981711777615216,JPEG,996881.0,architecture,https://cdn.photos.sparkplatform.com/chs/20201221181412940667000000-o.jpg
113,2048.0,1365.0,1.5003663003663004,JPEG,1145028.0,architecture,https://exterior.supplies/wp-content/uploads/2018/10/Koto_Cabin_HiRes-113.jpg
114,1600.0,1068.0,1.4981273408239701,JPEG,462983.0,architecture,http://www.dlptownsquare.com/wp-content/uploads/2017/06/Disneyland-Paris-25-station.jpg
115,1197.0,1280.0,0.93515625,JPEG,393031.0,architecture,http://www.idesignarch.com/wp-content/uploads/Workshop-Contemporary-Loft_1.jpg
116,1800.0,1200.0,1.5,JPEG,665504.0,architecture,http://m.sothebysrealty.com/1103i215/c77dn7n68vbj4dtpw3d7bbrnc4i215
117,2048.0,1365.0,1.5003663003663004,JPEG,532206.0,architecture,https://static.wixstatic.com/media/a51d78_cc05c2a9bd9d4bdbbe69657db5ffe40a~mv2_d_2048_1365_s_2.jpg
119,1800.0,1200.0,1.5,JPEG,553797.0,architecture,http://m.sothebysrealty.com/989i215/33n1eqpahd3tmspwgmec8nhac1i215
120,2000.0,1333.0,1.5003750937734435,JPEG,779309.0,architecture,https://cdn.photos.sparkplatform.com/nef/20190315172303556342000000-o.jpg
122,1620.0,1080.0,1.5,JPEG,2076149.0,architecture,http://mredllc.media-cs.connectmls.com/699F686D98B80FFEE0531607010A510B/HD_1523917190411_004_Front_View_5478638_medium.JPEG
123,1100.0,1375.0,0.8,JPEG,257532.0,architecture,https://katyajackson.com/wp-content/uploads/2018/10/Leeds-Kirkgate-Market-England-Things-To-Do-What-to-See-Katya-Jackson-Blog-24.jpg
124,1800.0,1201.0,1.4987510407993339,JPEG,1887322.0,architecture,http://m.sothebysrealty.com/236i0/jt8kwqyy3b9jmjyqdekffq0g43i
125,1950.0,1300.0,1.5,JPEG,176926.0,architecture,https://rileymag.com/wp-content/uploads/2020/04/Hotel-de-Ville-at-night-photo-by-Andrei-Ianovskii.jpg
126,2048.0,1364.0,1.501466275659824,JPEG,951389.0,architecture,https://mostbeautifulpicture.com/wp-content/uploads/2019/03/houses-on-hill-anton-gautama.jpeg
127,1600.0,1200.0,1.3333333333333333,JPEG,370931.0,architecture,https://wordpress-rets.com/rets/images/6/A10924298/A10924298-1.jpg
128,1600.0,1159.0,1.380500431406385,JPEG,632339.0,architecture,https://images.dwell.com/photos-6191803854900514816/6436133267005566976-large/glazed-walls-allow-the-interior-living-areas-to-be-seamlessly-connected-to-the-outdoors.jpg
129,2500.0,1875.0,1.3333333333333333,JPEG,1408790.0,architecture,https://images.squarespace-cdn.com/content/v1/56c13cc00442627a08632989/1537998291329-9SNJL5G9EEFOHUYXTQN6/ke17ZwdGBToddI8pDm48kDHPSfPanjkWqhH6pl6g5ph7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0mwONMR1ELp49Lyc52iWr5dNb1QJw9casjKdtTg1_-y4jz4ptJBmI9gQmbjSQnNGng/saraswatitrees3.JPG
130,2048.0,1356.0,1.5103244837758112,JPEG,440955.0,architecture,https://drscdn.500px.org/photo/41996204/m%3D2048_k%3D1_a%3D1/v2?sig=4d861c91d3a84303abc6fb812bce8a8ee5843aa7fa1d388810c9f52597821a96
131,1600.0,1066.0,1.5009380863039399,JPEG,289228.0,architecture,https://wordpress-rets.com/rets/images/6/A10902532/A10902532-1.jpg
132,1600.0,1067.0,1.499531396438613,JPEG,475925.0,architecture,https://cdn.photos.sparkplatform.com/chs/20200526021012811705000000-o.jpg
134,1500.0,1158.0,1.2953367875647668,JPEG,776110.0,architecture,https://statebystatetravel.com/wp-content/uploads/2018/07/grant-5.jpg
135,320.0,240.0,1.3333333333333333,JPEG,12827.0,architecture,https://images.cottage-search.com/assets/_files/cached/property/320x240/990794/sc_15459207499741_990794_19.jpg
137,1600.0,1200.0,1.3333333333333333,JPEG,299913.0,architecture,http://images.custommade.com/Kze2BbOq2Rf-qAiLeBuFHwFURik=/custommade-photosets/227032/227032.873279.jpg
138,1600.0,1200.0,1.3333333333333333,JPEG,532531.0,architecture,https://media.cntraveller.in/wp-content/uploads/2017/02/4-fairmont-jaipur.jpg
139,1800.0,1200.0,1.5,JPEG,1478858.0,architecture,http://m.sothebysrealty.com/236i0/v7wdcy5scmhpm5jkghy1k2fm72i
140,1800.0,1200.0,1.5,JPEG,841058.0,architecture,http://m.sothebysrealty.com/1103i215/0qxekzt6ee2fmke3snx6hvmcd4i215
141,2048.0,1365.0,1.5003663003663004,JPEG,745745.0,architecture,https://bright-media.brightmls.com/bright/images/0000/3020/9157/2227/302091572227_2048_1536_WM_hbBpq-BDWfqrzF83.jpg
142,1080.0,1080.0,1.0,JPEG,201081.0,architecture,https://i1.wp.com/thisdarlingworld.com/wp-content/uploads/2016/11/13268225_835063599958838_6212064543538701907_o-1.jpg?resize=1080%2C1080&
143,2000.0,1333.0,1.5003750937734435,JPEG,931307.0,architecture,https://toynbeelau.files.wordpress.com/2018/01/architecture-of-density-_39_-2005-_-michael-wolf_-courtesy-flowers-gallery.jpg
144,1621.0,1080.0,1.500925925925926,JPEG,493397.0,architecture,https://rimh2.domainstatic.com.au/xBXrgcNWWomgwF8iKCVBzVqHnaU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/http://b.domainstatic.com.au.s3-website-ap-southeast-2.amazonaws.com/2015633034_1_1_190911_035800-w2909-h1938
145,1200.0,1200.0,1.0,JPEG,475848.0,architecture,http://images.adsttc.com/media/images/54d1/7a00/e58e/ce26/5800/0043/large_jpg/portada_Splyce-EastVan-04.jpg?1423014389
146,2000.0,1333.0,1.5003750937734435,JPEG,743886.0,architecture,https://cdn.abcotvs.com/dip/images/4654224_110918ccAP18313020154468.jpg
147,2000.0,1125.0,1.7777777777777777,JPEG,404976.0,architecture,https://landscapearizona.com/wp-content/uploads/2014/09/small-backyard-landscape-design-lg.jpg
148,2000.0,1055.0,1.8957345971563981,JPEG,355533.0,architecture,https://visualhouse.com/wp-content/uploads/2020/04/SL-Green_One-Vanderbilt-Office-Lobby-Exterior-Full.jpg
149,2048.0,1445.0,1.4173010380622837,JPEG,478230.0,architecture,https://www.hashtagspain.com/wp-content/uploads/8966089079_e45627da41_k.jpg
150,1600.0,1198.0,1.335559265442404,JPEG,766157.0,architecture,https://images.dwell.com/photos-6133553759298379776/6425421018891100160-large/the-homes-program-is-split-between-two-structures-each-completing-one-arm-of-the-l-shape-and-connected-by-an-enclosed-second-story-bridge.jpg
151,1920.0,1080.0,1.7777777777777777,JPEG,1099620.0,architecture,https://cdn.londonandpartners.com/-/media/images/london/visit/whats-on/special-events/christmas-lights/carnaby-christmas-lights2017up-1920.jpg?h=174&amp;la=en&amp;w=310&amp;hash=9B872D351357F69C139F99167D7BD735F5B2A8F6
152,1200.0,1800.0,0.6666666666666666,JPEG,490966.0,architecture,https://cdn.decoist.com/wp-content/uploads/2017/06/Look-at-the-unique-green-roof-of-the-Sydney-home.jpg
153,2000.0,1333.0,1.5003750937734435,JPEG,452834.0,architecture,https://media-cdn.tripadvisor.com/media/photo-o/03/bc/0b/73/the-bellmoor-inn-and.jpg
154,1280.0,1600.0,0.8,JPEG,366897.0,architecture,https://www.somsegarra.cat/images/fotos/original/1469465148.jpg
155,1437.0,1860.0,0.7725806451612903,JPEG,507801.0,architecture,https://9ff0de4df200ff28364b-83eea28224115cb5513099ceeccfa6a3.ssl.cf1.rackcdn.com/NY-LA-Aerial-Photographer_1509_B0002716-Edit-Edit-Edit.jpg
156,2048.0,1536.0,1.3333333333333333,JPEG,849978.0,architecture,https://amazonrailings.com/wp-content/uploads/2016/10/P51.jpg
